id,สถานที่เลี้ยงสัตว์ เขตปศุสัตว์,สถานที่เลี้ยงสัตว์ จังหวัด,สถานที่เลี้ยงสัตว์ อำเภอ,สถานที่เลี้ยงสัตว์ ตำบล,รวมเกษตรกรผู้เลี้ยงสัตว์/ปลูกพืชอาหารสัตว์ (ราย),โคเนื้อ พื้นเมือง เพศผู้ (ตัว),โคเนื้อ พื้นเมือง เพศเมีย (แรกเกิด ถึงโคสาว) (ตัว),โคเนื้อ พื้นเมือง เพศเมีย (ตั้งท้องแรก ขึ้นไป) (ตัว),รวมโคเนื้อ พื้นเมือง (ตัว),เกษตรกรผู้เลี้ยงโคเนื้อ พื้นเมือง (ราย),โคเนื้อ พันธุ์แท้ เพศผู้ (ตัว),โคเนื้อ พันธุ์แท้ เพศเมีย (แรกเกิด ถึงโคสาว) (ตัว),โคเนื้อ พันธุ์แท้ เพศเมีย (ตั้งท้องแรก ขึ้นไป) (ตัว),รวมโคเนื้อ พันธุ์แท้ (ตัว),เกษตรกรผู้เลี้ยงโคเนื้อ พันธุ์แท้ (ราย),โคเนื้อ ลูกผสม เพศผู้ (ตัว),โคเนื้อ ลูกผสม เพศเมีย (แรกเกิด ถึงโคสาว) (ตัว),โคเนื้อ ลูกผสม เพศเมีย (ตั้งท้องแรก ขึ้นไป) (ตัว),รวมโคเนื้อ ลูกผสม (ตัว),เกษตรกรผู้เลี้ยงโคเนื้อ ลูกผสม (ราย),โคเนื้อ ขุน (ตัว),เกษตรกรผู้เลี้ยงโคเนื้อ ขุน (ราย),จำนวนรวม โคเนื้อ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง โคเนื้อ ทั้งสิ้น (ราย),โคนม เพศเมีย (แรกเกิด ถึง 1 ปี) (ตัว),โคนม เพศเมีย (1 ปี ถึง ตั้งท้องแรก) (ตัว),โคนม เพศเมีย (โคกำลังรีดนม) (ตัว),โคนม เพศเมีย (โคแห้งนม) (ตัว),รวมโคนม เพศเมีย (ตัว),เกษตรกรผู้เลี้ยงโคนม เพศเมีย (ราย),โคนม เพศผู้ (ตัว),เกษตรกรผู้เลี้ยงโคนม เพศผู้ (ราย),น้ำนมที่รีดได้ ณ วันที่สำรวจ (กิโลกรัม),จำนวนรวม โคนม ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง โคนม ทั้งสิ้น (ราย),กระบือ พื้นเมือง เพศผู้ (ตัว),กระบือ พื้นเมือง เพศเมีย (แรกเกิดถึงกระบือสาว) (ตัว),กระบือ พื้นเมือง เพศเมีย (ตั้งท้องแรกขึ้นไป) (ตัว),รวมกระบือ พื้นเมือง (ตัว),เกษตรกรผู้เลี้ยงกระบือ พื้นเมือง (ราย),กระบือนม เพศผู้ (ตัว),กระบือนม เพศเมีย (แรกเกิดถึงกระบือสาว) (ตัว),กระบือนม เพศเมีย (ตั้งท้องแรกขึ้นไป) (ตัว),รวมกระบือ นม (ตัว),เกษตรกรผู้เลี้ยงกระบือ นม (ราย),จำนวนรวม กระบือ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง กระบือ ทั้งสิ้น (ราย),สุกร พื้นเมือง (ตัว),เกษตรกรผู้เลี้ยงสุกร พื้นเมือง (ราย),สุกรพันธุ์ พ่อพันธุ์ (ตัว),สุกรพันธุ์ แม่พันธุ์ (ตัว),ลูกสุกรพันธุ์ เพศเมีย (ตัว),ลูกสุกรพันธุ์ เพศผู้ (ตัว),รวมสุกร พ่อแม่พันธุ์ และ ลูกสุกรพันธุ์ (ตัว),เกษตรกรผู้เลี้ยงสุกร พ่อแม่พันธุ์ และ ลูกสุกรพันธุ์ (ราย),ลูกสุกรขุน (ตัว),สุกรขุน (ตัว),เกษตรกรผู้เลี้ยงสุกรขุน และ ลูกสุกรขุน (ราย),จำนวนรวม สุกร ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง สุกร ทั้งสิ้น (ราย),ไก่ พื้นเมือง (ตัว),เกษตรกรผู้เลี้ยงไก่ พื้นเมือง (ราย),ไก่ ลูกผสม (ตัว),เกษตรกรผู้เลี้ยงไก่ ลูกผสม (ราย),ไก่ เนื้อ (ตัว),เกษตรกรผู้เลี้ยงไก่ เนื้อ (ราย),ไก่ ไข่ (ตัว),เกษตรกรผู้เลี้ยงไก่ ไข่ (ราย),ไก่ พ่อ-แม่ พันธุ์ ผลิตลูกไก่เนื้อ (PS) (ตัว),เกษตรกรผู้เลี้ยงไก่ พ่อ-แม่ พันธุ์ ผลิตลูกไก่เนื้อ (PS) (ราย),ไก่ พ่อ-แม่ พันธุ์ ผลิตลูกไก่ไข่ (PS) (ตัว),เกษตรกรผู้เลี้ยงไก่ พ่อ-แม่ พันธุ์ ผลิตลูกไก่ไข่ (PS) (ราย),ไก่ ปู่-ย่า พันธุ์ ผลิตลูกไก่เนื้อ (GP) (ตัว),เกษตรกรผู้เลี้ยงไก่ ปู่-ย่า พันธุ์ ผลิตลูกไก่เนื้อ (GP) (ราย),ไก่ ปู่-ย่า-พันธุ์ ผลิตลูกไก่ไข่ (GP) (ตัว),เกษตรกรผู้เลี้ยงไก่ ปู่-ย่า-พันธุ์ ผลิตลูกไก่ไข่ (GP) (ราย),จำนวนรวม ไก่ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง ไก่ ทั้งสิ้น (ราย),เป็ด เทศ (ตัว),เกษตรกรผู้เลี้ยงเป็ด เทศ (ราย),เป็ด เนื้อ (ตัว),เกษตรกรผู้เลี้ยงเป็ด เนื้อ (ราย),เป็ด ไข่ (ตัว),เกษตรกรผู้เลี้ยงเป็ด ไข่ (ราย),เป็ด เนื้อ ไล่ทุ่ง (ตัว),เกษตรกรผู้เลี้ยงเป็ด เนื้อ ไล่ทุ่ง (ราย),เป็ด ไข่ ไล่ทุ่ง (ตัว),เกษตรกรผู้เลี้ยงเป็ด ไข่ ไล่ทุ่ง (ราย),จำนวนรวม เป็ด ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง เป็ด ทั้งสิ้น (ราย),แพะ เนื้อ เพศผู้ (ตัว),แพะ เนื้อ เพศเมีย แรกเกิดถึงแพะสาว (ตัว),แพะ เนื้อ เพศเมีย ตั้งท้องแรกขึ้นไป (ตัว),รวมแพะ เนื้อ (ตัว),เกษตรกรผู้เลี้ยงแพะ เนื้อ (ราย),แพะ นม เพศผู้ (ตัว),แพะ นม เพศเมีย แรกเกิดถึงแพะสาว (ตัว),แพะ นม เพศเมีย ตั้งท้องแรกขึ้นไป (ตัว),รวมแพะ นม (ตัว),เกษตรกรผู้เลี้ยงแพะ นม (ราย),จำนวนรวม แพะ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง แพะ ทั้งสิ้น (ราย),แกะ เพศผู้ (ตัว),แกะ เพศเมีย แรกเกิด ถึงแกะสาว (ตัว),แกะ เพศเมีย ตั้งท้องแรก ขึ้นไป (ตัว),จำนวนรวม แกะ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง แกะ ทั้งสิ้น (ราย),นกกระทา พันธุ์เนื้อ (ตัว),เกษตรกรผู้เลี้ยงนกกระทา พันธุ์เนื้อ (ราย),นกกระทา พันธุ์ไข่ (ตัว),เกษตรกรผู้เลี้ยงนกกระทา พันธุ์ไข่ (ราย),จำนวนรวม นกกระทา ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยง นกกระทา ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ลา ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ลา ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ล่อ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ล่อ ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ช้าง ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ช้าง ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ม้า ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ม้า ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ห่าน ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ห่าน ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ไก่งวง ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ไก่งวง ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ นกกระจอกเทศ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ นกกระจอกเทศ ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ นกอีมู ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ นกอีมู ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ กวาง ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ กวาง ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ อูฐ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ อูฐ ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ หมูป่า ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ หมูป่า ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ นก/สัตว์ปีกสวยงาม ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ นก/สัตว์ปีกสวยงาม ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ สัตว์ปีกอื่นๆ ทั้งสิ้น (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ สัตว์ปีกอื่นๆ ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ผึ้ง ทั้งสิ้น (รัง),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ผึ้ง ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ จิ้งหรีด ทั้งสิ้น (กิโลกรัม),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ จิ้งหรีด ทั้งสิ้น (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ กระต่าย (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ กระต่าย (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ม้าลาย (ตัว),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ม้าลาย (ราย),จำนวนรวมสัตว์เลี้ยง อื่นๆ ทั้งสิ้น (ตัว),จำนวนรวมสัตว์เลี้ยง อื่นๆ ทั้งสิ้น (รัง),จำนวนรวมสัตว์เลี้ยง อื่นๆ ทั้งสิ้น (กิโลกรัม),จำนวนรวมเกษตรกรผู้เลี้ยงสัตว์เลี้ยง อื่นๆ ทั้งสิ้น (ราย),จำนวนรวม พืชอาหารสัตว์ ทั้งสิ้น (ไร่)
1414,ปศุสัตว์เขต 2,สระแก้ว,วังสมบูรณ์,ไม่ระบุตำบล,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,13,0,0,0,0,14,1,0,0,0,0,0,0,0,0,1191,13,65,3,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0
1415,ปศุสัตว์เขต 2,สระแก้ว,วังสมบูรณ์,วังทอง,571,117,138,155,410,49,0,0,0,0,0,14,37,61,112,14,7,3,529,63,147,153,217,50,567,15,27,5,2182,594,15,24,82,54,160,15,0,0,0,0,0,160,15,4,1,1,11,0,0,12,3,0,43,3,59,6,"54,383",558,0,0,26123,2,304,13,0,0,0,0,0,0,0,0,"80,810",559,956,56,94151,16,750,31,0,0,0,0,"95,857",74,2,8,15,25,2,1,2,4,7,1,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,105,7,26,2,0,0,0,0,0,0,0,0,28,2,1,1,500,1,0,0,0,0,0,0,0,0,662,0,0,11,367
1416,ปศุสัตว์เขต 2,สระแก้ว,วังสมบูรณ์,วังสมบูรณ์,794,61,129,124,314,39,1,2,2,5,1,2,6,14,22,3,0,0,341,42,73,31,121,26,251,8,0,0,1200,251,8,3,3,5,11,1,0,2,3,5,1,16,2,0,0,0,0,0,0,0,0,0,117,2,117,2,"69,919",775,180,1,50010,1,"1,569",42,0,0,0,0,0,0,0,0,"121,678",777,951,42,40,2,1170,33,0,0,0,0,"2,161",65,43,105,34,182,4,0,0,0,0,0,182,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,199,10,5,1,0,0,0,0,7,1,0,0,16,3,13,4,9,1,0,0,0,0,0,0,0,0,251,0,0,15,13
1417,ปศุสัตว์เขต 2,สระแก้ว,วังสมบูรณ์,วังใหม่,746,165,252,321,738,93,0,0,0,0,0,57,75,80,212,9,2,1,952,102,2497,1507,3674,889,8567,209,83,15,42172,8650,212,16,40,50,106,10,1,2,2,5,1,111,11,0,0,0,4,0,0,4,1,26,135,5,165,5,"56,935",602,16,1,2,1,"1,408",22,0,0,0,0,0,0,0,0,"58,361",603,343,19,34,2,318,21,0,0,0,0,695,34,14,27,24,65,4,0,0,0,0,0,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2377
1418,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,ช่องกุ่ม,456,97,381,69,547,60,4,16,5,25,3,237,795,269,1301,139,15,1,"1,888",170,0,0,0,0,0,0,0,0,0,0,0,20,70,19,109,15,1,1,0,2,1,111,15,5,1,0,3,12,20,35,1,30,35,3,105,3,"14,954",402,0,0,30,1,2375,150,0,0,0,0,0,0,0,0,"17,359",407,"1,139",59,0,0,79,4,15,1,0,0,"1,233",63,38,185,67,290,12,0,0,0,0,0,290,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,200,1,0,0,0,0,0,0,0,0,206,0,0,2,168
1419,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,แซร์ออ,579,26,408,30,464,82,7,20,9,36,5,588,1346,574,2508,290,2,1,"3,010",299,0,0,0,0,0,0,0,0,0,0,0,15,76,31,122,18,0,0,0,0,0,122,18,6,1,0,7,0,0,7,1,68,71,8,152,9,"26,309",518,0,0,0,0,263,18,0,0,125,1,0,0,0,0,"26,697",518,135,8,105,2,0,0,0,0,0,0,240,9,30,67,13,110,4,0,0,0,0,0,110,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,81,2,0,0,0,0,0,0,0,0,108,0,0,6,1000
1420,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,ท่าเกวียน,845,237,415,211,863,68,13,5,4,22,6,355,1292,764,2411,300,0,0,3296,334,0,0,0,0,0,0,5,1,0,5,1,19,35,13,67,6,0,0,0,0,0,67,6,21,2,12,56,0,0,68,11,131,1175,31,1395,34,"31,441",677,0,0,0,0,3997,403,0,0,3,2,0,0,0,0,"35,441",678,2610,105,11,1,523,21,0,0,0,0,3144,111,205,442,107,754,41,0,0,0,0,0,754,41,0,0,0,0,0,0,0,15,1,15,1,0,0,0,0,0,0,4,1,34,4,231,4,0,0,0,0,0,0,0,0,23,2,2,1,55,6,0,0,0,0,0,0,0,0,349,0,0,18,82
1421,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,โนนหมากเค็ง,426,117,265,141,523,46,3,15,8,26,2,185,560,175,920,115,0,0,1469,159,31,60,0,0,91,1,8,1,0,99,1,80,152,34,266,22,2,8,2,12,2,278,23,32,6,5,8,14,15,42,4,11,129,7,214,13,"19,519",383,0,0,95,4,501,33,0,0,0,0,15,1,0,0,"20,130",387,550,19,100,1,148,10,0,0,0,0,798,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,33,4,40,2,0,0,0,0,0,0,0,0,13,3,1,1,5,2,0,0,0,0,0,0,0,0,92,0,0,9,485
1422,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,ผักขะ,589,145,230,116,491,45,0,0,0,0,0,157,447,218,822,93,2,1,"1,315",112,0,0,0,0,0,0,0,0,0,0,0,28,28,11,67,6,0,0,0,0,0,67,6,0,0,3,13,0,0,16,4,92,184,15,292,15,"25,914",544,0,0,0,0,2792,296,0,0,44,3,0,0,0,0,"28,750",545,2543,63,0,0,268,16,0,0,0,0,2811,71,42,58,0,100,4,0,0,0,0,0,100,4,3,0,19,22,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,23,2,0,0,0,0,0,0,0,0,0,0,20,1,6,1,6,1,0,0,0,0,0,0,0,0,62,0,0,5,36.25
1423,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,วัฒนานคร,717,325,761,249,1335,139,22,7,1,30,12,130,345,83,558,76,0,0,1923,189,0,0,0,0,0,0,21,1,0,21,1,122,166,117,405,47,1,1,0,2,1,407,47,9,3,9,22,0,0,31,7,143,184,12,367,13,"23,326",668,0,0,237,6,1661,193,30,2,216,13,0,0,0,0,"25,470",671,820,54,0,0,988,19,0,0,0,0,1808,62,5,32,2,39,4,0,0,0,0,0,39,4,12,0,24,36,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,5,1,9,2,28,2,0,0,0,0,0,0,0,0,63,0,0,6,9
1424,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,หนองตะเคียนบอน,334,44,77,37,158,19,5,0,1,6,2,219,659,219,1097,132,0,0,1261,136,27,29,40,8,104,5,17,5,2880,121,5,129,218,133,480,75,0,0,0,0,0,480,75,0,0,0,0,0,0,0,0,0,54,3,54,3,"14,279",322,0,0,0,0,671,84,0,0,0,0,0,0,0,0,"14,950",322,521,30,0,0,34,3,0,0,0,0,555,30,1,4,1,6,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1000,1,0,0,0,0,16,0,1000,3,529
1425,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,หนองน้ำใส,306,47,70,27,144,16,4,11,2,17,2,81,235,73,389,37,0,0,550,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,13,0,0,14,4,32,153,20,205,21,"13,331",283,0,0,134,4,692,38,75,6,76,5,0,0,0,0,"14,308",289,580,39,172,9,71,8,30,2,0,0,853,48,11,16,5,32,3,6,1,5,12,1,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,1,69
1426,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,หนองแวง,351,75,420,160,655,64,0,6,0,6,1,103,343,96,542,54,0,0,1203,116,0,0,0,0,0,0,0,0,0,0,0,45,155,67,267,32,0,0,0,0,0,267,32,7,4,2,9,0,0,11,4,37,149,8,204,9,"16,452",326,0,0,10,1,584,85,4,1,6,1,0,0,0,0,"17,056",327,710,42,21,2,473,38,0,0,0,0,"1,204",67,9,30,14,53,3,0,0,0,0,0,53,3,1,0,26,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,24,0,0,3,70.5
1427,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,หนองหมากฝ้าย,414,57,292,75,424,51,0,0,0,0,0,196,638,166,1000,114,0,0,1424,136,2,5,12,0,19,1,2,1,30,21,1,80,246,52,378,33,10,14,4,28,1,406,34,0,0,7,19,0,0,26,6,68,344,16,438,18,"21,335",361,0,0,0,0,1197,110,0,0,1,1,0,0,0,0,"22,533",363,661,32,200,2,96,8,20,1,0,0,977,41,17,57,6,80,7,1,0,0,1,1,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,2,1,5,2,17,3,0,0,0,0,0,0,0,0,43,0,0,9,62.5
1428,ปศุสัตว์เขต 2,สระแก้ว,วัฒนานคร,ห้วยโจด,377,91,314,57,462,37,2,6,3,11,3,57,212,47,316,44,0,0,789,81,0,0,0,0,0,0,2,1,0,2,1,22,81,21,124,9,0,0,0,0,0,124,9,24,3,5,60,0,0,65,10,206,153,18,448,21,"9,725",349,0,0,131,13,1596,201,0,0,10,1,0,0,0,0,"11,462",353,1426,47,45,4,270,9,0,0,0,0,1741,51,52,111,50,213,5,0,0,0,0,0,213,5,0,0,0,0,0,6,1,5000,1,5006,2,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,0,10,1,0,0,20,1,0,0,0,0,0,0,0,0,59,0,0,5,80.5
1429,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,ไม่ระบุตำบล,2,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,100,1,0,0,0,0,0,0,0,0,100,1,6,6,0,12,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,คลองทับจันทร์,495,97,228,10,335,53,1,12,0,13,2,108,623,38,769,84,0,0,1117,127,0,0,0,0,0,0,0,0,0,0,0,7,18,0,25,3,0,0,0,0,0,25,3,0,0,1,62,0,0,63,15,0,663,18,726,27,"14,950",494,0,0,115,8,252,18,0,0,0,0,0,0,0,0,"15,317",494,503,30,54,6,177,13,12,1,0,0,746,44,24,98,0,122,7,0,0,0,0,0,122,7,2,0,2,4,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,9,1,15,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,32
1431,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,คลองน้ำใส,784,202,468,149,819,112,3,5,1,9,2,156,525,156,837,107,0,0,1665,202,0,0,0,0,0,0,0,0,0,0,0,11,18,0,29,3,0,0,0,0,0,29,3,0,0,2,24,2,0,28,14,6,54,15,88,24,"26,834",772,0,0,124,6,408,35,0,0,0,0,0,0,0,0,"27,366",774,2153,141,20,2,985,83,4,2,0,0,3162,201,2,28,0,30,1,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,7,1,0,0,0,0,0,0,0,0,27,0,0,3,0
1432,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,ทับพริก,404,22,85,0,107,16,0,0,0,0,0,22,134,16,172,18,10,1,289,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,31,4,17,44,3,92,4,"12,517",394,0,0,0,0,78,4,0,0,0,0,0,0,0,0,"12,595",395,2120,143,32,3,59,4,0,0,0,0,2211,149,96,495,90,681,20,0,0,0,0,0,681,20,12,0,198,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,ท่าข้าม,768,132,273,76,481,71,3,18,3,24,2,113,462,64,639,86,1,1,1145,144,0,0,0,0,0,0,0,0,0,0,0,12,14,2,28,2,0,0,0,0,0,28,2,51,2,1,125,6,0,132,13,50,675,18,908,25,"27,993",735,30,1,909,26,883,29,83,3,0,0,0,0,0,0,"29,898",753,4851,238,262,6,913,40,0,0,50,1,6076,270,100,100,0,200,1,0,0,0,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,24,0,0,2,1.5
1434,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,บ้านด่าน,467,91,204,61,356,46,0,31,0,31,6,56,167,20,243,25,1,1,631,68,0,0,0,0,0,0,0,0,0,0,0,3,10,0,13,2,0,0,0,0,0,13,2,0,0,2,42,13,0,57,13,33,45,8,135,15,"11,211",435,0,0,282,26,102,8,0,0,0,0,0,0,0,0,"11,595",436,1107,60,64,5,225,22,0,0,0,0,"1,396",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,1,0,0,0,0,0,0,0,0,21,0,0,5,0
1435,ปศุสัตว์เขต 2,สระแก้ว,อรัญประเทศ,บ้านใหม่หนองไทร,326,19,83,5,107,24,0,0,0,0,0,20,75,1,96,11,0,0,203,34,0,0,0,0,0,0,0,0,0,0,0,2,5,1,8,2,0,0,0,0,0,8,2,0,0,2,30,0,0,32,5,0,85,3,117,7,"10,279",301,0,0,0,0,148,6,0,0,0,0,0,0,0,0,"10,427",306,723,44,11,1,67,5,0,0,0,0,801,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0
